gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,
ENSCAFG00000002962,ELOVL5,640.5708593,0.014752537,0.079672802,0.539181978,0.999567267,,,,
ENSCAFG00000002963,SUSD3,50.57941434,0.012123101,0.177722427,0.20805155,0.999567267,,,,
ENSCAFG00000002965,EIF5B,19.02067009,0.003501886,0.081986347,0.842919097,0.999567267,,,,
ENSCAFG00000002966,THSD7A,106.8739332,0.005740546,0.123238666,0.448083261,0.999567267,,,,
ENSCAFG00000002967,RECK,671.5565695,0.009507686,0.080275047,0.669739035,0.999567267,,,,
ENSCAFG00000002970,FGD3,253.3864373,0.00513305,0.109177648,0.491986773,0.999567267,,,,
ENSCAFG00000002973,TXNDC9,2720.345501,-0.001532043,0.076561942,0.957756681,0.999567267,,,,
ENSCAFG00000002974,GCLC,47.0790326,0.008834955,0.089498277,0.395772602,0.999567267,,,,
ENSCAFG00000002975,BICD2,240.0864521,0.016778887,0.079056137,0.508922818,0.999567267,,,,
ENSCAFG00000002977,NA,1041.240124,0.015874177,0.085942231,0.271183988,0.999567267,,,,
ENSCAFG00000002978,LYG1,164.3773158,0.003097177,0.111089966,0.661480545,0.999567267,,,,
ENSCAFG00000002979,CLTA,251.6871684,0.000670938,0.081317295,0.972328137,0.999567267,,,,
ENSCAFG00000002981,IPPK,233.0217837,-0.000104285,0.085489784,0.992110524,0.999567267,,,,
ENSCAFG00000002986,POLR2B,191.5471967,0.026563147,0.079506506,0.303294135,0.999567267,,,,
ENSCAFG00000002987,LIPT1,277.9481939,-0.006371015,0.103494426,0.422806394,0.999567267,,,,
ENSCAFG00000002989,KLHL31,564.6402352,0.020560243,0.082736919,0.283168309,0.999567267,,,,
ENSCAFG00000002990,ECM2,6303.756475,-0.003359126,0.082824147,0.82843844,0.999567267,,,,
ENSCAFG00000002993,GNE,2986.381537,0.002690647,0.086196906,0.790923705,0.999567267,,,,
ENSCAFG00000002994,LRRC1,161.9220592,0.010695626,0.108659797,0.240235413,0.999567267,,,,
ENSCAFG00000002995,TMEM106B,5135.477638,0.003413373,0.084123914,0.788794315,0.999567267,,,,
ENSCAFG00000002996,ASPN,124.3816799,-0.000379137,0.088106262,0.965451592,0.999567267,,,,
ENSCAFG00000002997,VWDE,520.3044606,0.003716711,0.106973271,0.605912944,0.999567267,,,,
ENSCAFG00000002999,TSGA10,2115.438559,0.023967786,0.08003441,0.32810196,0.999567267,,,,
ENSCAFG00000003001,RNF38,103.0256384,-0.008075773,0.087498472,0.45811529,0.999567267,,,,
ENSCAFG00000003003,MLIP,857.8451113,0.027269833,0.075930113,0.380598398,0.999567267,,,,
ENSCAFG00000003005,CRACDL,192.7934905,0.003605144,0.091422011,0.663064543,0.999567267,,,,
ENSCAFG00000003006,TINAG,1192.603954,-0.006627168,0.083839392,0.632447775,0.999567267,,,,
ENSCAFG00000003007,MGAT4A,2830.585857,0.022028766,0.080631511,0.34063757,0.999567267,,,,
ENSCAFG00000003009,NOL8,1465.962639,-0.001419414,0.081823859,0.93721043,0.999567267,,,,
ENSCAFG00000003010,NA,610.4564575,0.006674551,0.082447919,0.691124267,0.999567267,,,,
ENSCAFG00000003012,FAM83B,12106.20923,0.009104437,0.083370813,0.550634974,0.999567267,,,,
ENSCAFG00000003014,IGFBP7,266.9170878,-0.003498946,0.122701832,0.627823164,0.999567267,,,,
ENSCAFG00000003017,NA,3.590835364,0.00851415,0.102552577,0.325226692,0.999567267,,,,
ENSCAFG00000003020,MELK,18.74025865,0.011946097,0.105282454,0.215877347,0.999567267,,,,
ENSCAFG00000003022,NA,109.6840989,-0.011616091,0.094408013,0.264656977,0.999567267,,,,
ENSCAFG00000003025,IARS1,251.6858474,0.008404388,0.152932325,0.320361801,0.999567267,,,,
ENSCAFG00000003028,HMGCLL1,3037.821148,0.02939503,0.081534529,0.202287645,0.999567267,,,,
ENSCAFG00000003031,INPP4A,1724.15016,0.004870787,0.081037409,0.809344424,0.999567267,,,,
ENSCAFG00000003032,BMP5,23.95698467,0.009633399,0.079479742,0.688155137,0.999567267,,,,
ENSCAFG00000003039,MFSD14B,4.264604382,0.009057895,0.086744406,0.435354968,0.999567267,,,,
ENSCAFG00000003044,UBE2M,940.4994451,-0.00320553,0.090816946,0.699530882,0.999567267,,,,
ENSCAFG00000003045,NA,590.391843,0.009170144,0.082368161,0.597236224,0.999567267,,,,
ENSCAFG00000003048,CHMP2A,607.791175,-0.022324929,0.082708258,0.255898808,0.999567267,,,,
ENSCAFG00000003053,ZBTB45,235.3039865,0.011797231,0.081387292,0.555246462,0.999567267,,,,
ENSCAFG00000003056,VWA3B,915.4775708,0.013628822,0.085237933,0.337227992,0.999567267,,,,
ENSCAFG00000003059,NA,1068.876582,0.014481317,0.096553289,0.194072947,0.999567267,,,,
ENSCAFG00000003061,ZNF584,113.472096,0.000459329,0.089645613,0.955364087,0.999567267,,,,
ENSCAFG00000003063,RNF225,4.187924355,0.002562217,0.102403619,0.71829867,0.999567267,,,,
ENSCAFG00000003065,ADGRL3,1115.191655,-0.0099243,0.089572637,0.356614158,0.999567267,,,,
ENSCAFG00000003067,TMEM131,61.79172201,-0.012625582,0.097162819,0.226757698,0.999567267,,,,
ENSCAFG00000003070,RPS5,4.219103085,-0.001863657,0.094708542,0.802391913,0.999567267,,,,
ENSCAFG00000003072,A1BG,357.4824186,0.020639587,0.081449468,0.333716114,0.999567267,,,,
ENSCAFG00000003074,GRHPR,1039.268498,-0.003711113,0.086448268,0.715347156,0.999567267,,,,
ENSCAFG00000003077,ZAP70,1828.493771,-0.003299134,0.085330605,0.765545209,0.999567267,,,,
ENSCAFG00000003079,ZNF8,631.7717482,-0.003285504,0.082271944,0.845935166,0.999567267,,,,
ENSCAFG00000003080,NA,707.1371127,0.00367583,0.079170179,0.880153488,0.999567267,,,,
ENSCAFG00000003082,ACTR1B,734.3449421,0.004498722,0.081489961,0.813054137,0.999567267,,,,
ENSCAFG00000003086,FRMPD1,10390.86755,0.001545912,0.083314474,0.913245823,0.999567267,,,,
ENSCAFG00000003087,COX5B,175.6430952,-0.006283482,0.087611091,0.539388958,0.999567267,,,,
ENSCAFG00000003089,FAM178B,541.0688537,0.011128176,0.08048306,0.612475997,0.999567267,,,,
ENSCAFG00000003090,EXOSC3,1127.590901,0.016263915,0.080789178,0.458050951,0.999567267,,,,
ENSCAFG00000003094,ZSCAN18,854.0205326,0.01539535,0.086219707,0.274572911,0.999567267,,,,
ENSCAFG00000003095,SEMA4C,31.22921519,0.003643714,0.078590267,0.886466291,0.999567267,,,,
ENSCAFG00000003096,DCAF10,1178.744621,-0.009417494,0.082777923,0.568059304,0.999567267,,,,
ENSCAFG00000003100,SLC25A51,346.9630239,-0.004841324,0.087983934,0.615058395,0.999567267,,,,
ENSCAFG00000003101,ANKRD39,999.6018718,-0.006782488,0.082413397,0.688112518,0.999567267,,,,
ENSCAFG00000003102,SHB,105.1670554,-0.004036942,0.103307316,0.582904769,0.999567267,,,,
ENSCAFG00000003103,NA,719.373836,0.005124828,0.092723313,0.544927774,0.999567267,,,,
ENSCAFG00000003105,ALDH1B1,95.49515855,-0.002638671,0.091301462,0.743983233,0.999567267,,,,
ENSCAFG00000003106,DGKB,1689.360258,-0.009133973,0.082353168,0.599282197,0.999567267,,,,
ENSCAFG00000003108,CCDC180,239.7993057,0.012333547,0.083176744,0.451273026,0.999567267,,,,
ENSCAFG00000003109,CNNM4,3285.496039,0.02017925,0.086549112,0.193211671,0.999567267,,,,
ENSCAFG00000003110,LMAN2L,112.6666564,0.000509597,0.083744787,0.96921966,0.999567267,,,,
ENSCAFG00000003115,FER1L5,5.16218833,0.003671543,0.095309706,0.635155223,0.999567267,,,,
ENSCAFG00000003116,NA,18.13041382,0.005250453,0.092202955,0.541061755,0.999567267,,,,
ENSCAFG00000003121,TDRD7,123.7531532,-0.003576414,0.083186356,0.807210961,0.999567267,,,,
ENSCAFG00000003123,NA,1267.544486,0.024967443,0.079299863,0.335522503,0.999567267,,,,
ENSCAFG00000003129,ZNF550,2313.572347,0.014624496,0.079695191,0.541746913,0.999567267,,,,
ENSCAFG00000003136,KANSL3,1480.171957,0.003634792,0.083220523,0.803185826,0.999567267,,,,
ENSCAFG00000003137,SOSTDC1,1294.100387,-0.027023699,0.081670683,0.226032155,0.999567267,,,,
ENSCAFG00000003143,TMOD1,824.4809917,0.010783671,0.086310849,0.38685859,0.999567267,,,,
ENSCAFG00000003147,ANKMY2,1328.125491,0.013401967,0.085289945,0.341309274,0.999567267,,,,
ENSCAFG00000003149,NA,84.44307671,0.005533708,0.081621348,0.767979325,0.999567267,,,,
ENSCAFG00000003151,TSPAN13,5506.972079,-0.00508321,0.093613133,0.54128598,0.999567267,,,,
ENSCAFG00000003152,OXER1,194.7122833,-0.021845422,0.085309486,0.193742531,0.999567267,,,,
ENSCAFG00000003153,HAAO,885.5179576,0.005672025,0.081163095,0.775871784,0.999567267,,,,
ENSCAFG00000003155,TSTD2,593.1960898,-0.021105154,0.083712411,0.241657259,0.999567267,,,,
ENSCAFG00000003157,NA,1739.366954,0.012400855,0.074021436,0.702316351,0.999567267,,,,
ENSCAFG00000003159,NCBP1,8467.819355,-0.018236263,0.082524661,0.335141942,0.999567267,,,,
ENSCAFG00000003160,BEND6,1017.012201,-0.021117513,0.081390328,0.327182828,0.999567267,,,,
ENSCAFG00000003162,ZNF451,434.074612,0.014255451,0.087616563,0.272242587,0.999567267,,,,
ENSCAFG00000003169,XPA,7963.086215,-0.009736373,0.125253134,0.254691583,0.999567267,,,,
ENSCAFG00000003174,NA,1722.611096,0.005760009,0.084615849,0.644260148,0.999567267,,,,
ENSCAFG00000003175,ZNF268,663.2051743,0.004437824,0.083152185,0.764883649,0.999567267,,,,
ENSCAFG00000003177,RAB23,9.87691029,0.004056319,0.095143502,0.605392078,0.999567267,,,,
ENSCAFG00000003179,TRMO,249.1252784,0.008347077,0.087284924,0.451256154,0.999567267,,,,
ENSCAFG00000003180,HEMGN,591.3122225,0.001115878,0.08252002,0.944935161,0.999567267,,,,
ENSCAFG00000003181,THADA,1079.543321,0.014393362,0.084175636,0.353208108,0.999567267,,,,
ENSCAFG00000003186,NANS,635.959464,0.001210573,0.080167916,0.95645652,0.999567267,,,,
ENSCAFG00000003187,KHDRBS2,3856.774219,0.013846777,0.080904266,0.516514282,0.999567267,,,,
ENSCAFG00000003190,NA,690.0897769,0.013008263,0.086978284,0.3113474,0.999567267,,,,
ENSCAFG00000003191,CORO2A,23.53939314,0.001184146,0.081821688,0.947604096,0.999567267,,,,
ENSCAFG00000003192,ZNF667,84.96566921,-0.01220205,0.088636159,0.303909816,0.999567267,,,,
ENSCAFG00000003194,ZNF787,1968.700468,0.003594604,0.08300155,0.81173329,0.999567267,,,,
ENSCAFG00000003196,LGSN,1574.258186,-0.003961237,0.081158918,0.841736261,0.999567267,,,,
ENSCAFG00000003197,TBC1D2,7093.391201,0.012068855,0.082647766,0.485389175,0.999567267,,,,
ENSCAFG00000003202,OR13P4,1773.205181,-0.014400599,0.070820651,0.684642322,0.999567267,,,,
ENSCAFG00000003210,OR13P3,854.3976877,-0.01638205,0.088092237,0.225973285,0.999567267,,,,
ENSCAFG00000003216,OR13P5,4959.295772,0.009256387,0.083501944,0.538684163,0.999567267,,,,
ENSCAFG00000003219,PLEKHH2,1981.889871,0.014248588,0.088666325,0.257352219,0.999567267,,,,
ENSCAFG00000003222,PTP4A1,4140.889855,-0.009680843,0.078392665,0.710750932,0.999567267,,,,
ENSCAFG00000003223,NA,760.208698,0.022766557,0.078391605,0.402026031,0.999567267,,,,
ENSCAFG00000003232,GALNT12,355.408171,-0.003411161,0.087572125,0.717818893,0.999567267,,,,
ENSCAFG00000003236,SLC2A1,1135.374924,-0.008375255,0.085446778,0.496522494,0.999567267,,,,
ENSCAFG00000003238,NLRP5,77.69087634,-0.002651913,0.090570818,0.747617688,0.999567267,,,,
ENSCAFG00000003239,ABCG5,661.0072029,0.003447552,0.08195597,0.845985197,0.999567267,,,,
ENSCAFG00000003241,ZNF691,130.3257363,0.011588399,0.078404598,0.658136413,0.999567267,,,,
ENSCAFG00000003242,FERD3L,113.2473433,-0.007150174,0.111787629,0.368254086,0.999567267,,,,
ENSCAFG00000003243,ERMAP,9315.833287,0.007139938,0.089681461,0.464734218,0.999567267,,,,
ENSCAFG00000003244,POLR1F,90.51549704,-0.005876057,0.084676005,0.636265468,0.999567267,,,,
ENSCAFG00000003247,TMEM196,389.9989261,-0.012523278,0.074669661,0.692910944,0.999567267,,,,
ENSCAFG00000003248,TMEM269,983.3977362,0.020039142,0.076584249,0.499230765,0.999567267,,,,
ENSCAFG00000003253,ABCG8,1226.565901,-0.028761754,0.075679962,0.361728715,0.999567267,,,,
ENSCAFG00000003254,ITGB8,696.5413621,0.001459919,0.077563137,0.957400393,0.999567267,,,,
ENSCAFG00000003255,NLRP13,420.2862897,-0.005622077,0.1057423,0.463213346,0.999567267,,,,
ENSCAFG00000003256,NA,3194.392717,0.026993314,0.082600472,0.198535401,0.999567267,,,,
ENSCAFG00000003259,NA,1523.213055,-0.01125556,0.080200855,0.618462623,0.999567267,,,,
ENSCAFG00000003261,P3H1,101.488584,-0.001518975,0.083109122,0.917555511,0.999567267,,,,
ENSCAFG00000003262,LRPPRC,1109.422763,0.020096706,0.083008624,0.280994119,0.999567267,,,,
ENSCAFG00000003263,TGFBR1,25770.90838,0.011801604,0.079528947,0.623700123,0.999567267,,,,
ENSCAFG00000003267,EPN1,1581.047099,7.71E-05,0.086686551,0.993543568,0.999567267,,,,
ENSCAFG00000003268,ALG2,233.3801777,0.003990615,0.128816722,0.588231779,0.999567267,,,,
ENSCAFG00000003276,PPM1B,1438.244478,-0.000900237,0.093161168,0.904789663,0.999567267,,,,
ENSCAFG00000003278,SLC3A1,2018.698943,0.02278278,0.08031342,0.338906244,0.999567267,,,,
ENSCAFG00000003282,STX17,287.0031601,0.003444732,0.09094345,0.679379826,0.999567267,,,,
ENSCAFG00000003289,CLDN19,3067.283967,0.00135254,0.081082482,0.945956169,0.999567267,,,,
ENSCAFG00000003290,NA,1282.144299,0.005005265,0.085112235,0.66836269,0.999567267,,,,
ENSCAFG00000003294,PREPL,31.74834152,0.005080248,0.083444393,0.722403717,0.999567267,,,,
ENSCAFG00000003296,PPIH,2281.046916,0.009852986,0.082642244,0.559123898,0.999567267,,,,
ENSCAFG00000003297,LMBRD1,10.66616138,0.001188678,0.117600203,0.864497733,0.999567267,,,,
ENSCAFG00000003298,CAMKMT,6.226434152,-0.011010336,0.107120333,0.234693824,0.999567267,,,,
ENSCAFG00000003299,SIX3,238.0414426,0.011914769,0.08744221,0.330470111,0.999567267,,,,
ENSCAFG00000003300,NA,368.3184823,-0.00205984,0.085688617,0.844332187,0.999567267,,,,
ENSCAFG00000003301,CCDC30,502.7227424,0.015138731,0.082594681,0.402291253,0.999567267,,,,
ENSCAFG00000003302,SIX2,1016.358272,-0.027652676,0.07947528,0.287855551,0.999567267,,,,
ENSCAFG00000003304,U2AF2,467.7655222,0.003006246,0.085634825,0.778694588,0.999567267,,,,
ENSCAFG00000003306,INVS,2.452191159,0.005769565,0.098056839,0.474824404,0.999567267,,,,
ENSCAFG00000003307,PPCS,1560.416163,-0.004296328,0.088855198,0.638104005,0.999567267,,,,
ENSCAFG00000003309,SRBD1,1742.755456,-0.001334776,0.080662202,0.949319333,0.999567267,,,,
ENSCAFG00000003314,ZMYND12,1706.078017,-0.002033932,0.09060598,0.802210915,0.999567267,,,,
ENSCAFG00000003316,CCDC106,4.048139767,-0.013257677,0.086500723,0.315002353,0.999567267,,,,
ENSCAFG00000003317,NA,861.2725259,0.019176271,0.081498119,0.360685271,0.999567267,,,,
ENSCAFG00000003318,FIZ1,4.966169849,0.003139762,0.086960684,0.746492452,0.999567267,,,,
ENSCAFG00000003319,COL19A1,1239.786347,0.01871285,0.079173814,0.460992078,0.999567267,,,,
ENSCAFG00000003322,FOXJ3,2788.117266,-0.006288559,0.085329451,0.594041349,0.999567267,,,,
ENSCAFG00000003323,ZNF865,3905.029157,-0.008820089,0.081180751,0.661365759,0.999567267,,,,
ENSCAFG00000003327,GUCA2A,614.5842878,-0.004374707,0.116063259,0.547878612,0.999567267,,,,
ENSCAFG00000003329,SSC5D,531.5914016,-0.00660242,0.082659454,0.685129807,0.999567267,,,,
ENSCAFG00000003337,HIVEP3,29.9361476,0.010325648,0.124876078,0.236217103,0.999567267,,,,
ENSCAFG00000003338,MSANTD3-TMEFF1,1741.242906,-0.016092431,0.080039495,0.492238385,0.999567267,,,,
ENSCAFG00000003340,EDN2,1367.628542,-0.004967252,0.096526496,0.532847554,0.999567267,,,,
ENSCAFG00000003343,RPL28,3.257963385,-0.004751518,0.105992207,0.523107615,0.999567267,,,,
ENSCAFG00000003344,PLPPR1,161.0045533,-0.008366769,0.095969506,0.357771925,0.999567267,,,,
ENSCAFG00000003348,TMEM190,261.8366814,-0.003843145,0.109096423,0.593622208,0.999567267,,,,
ENSCAFG00000003349,IL11,4356.089143,-0.003964587,0.083337395,0.782531976,0.999567267,,,,
ENSCAFG00000003353,NA,467.0922127,0.022452112,0.081080528,0.315523634,0.999567267,,,,
ENSCAFG00000003362,KMT5C,5.211146951,-0.01109124,0.151710329,0.219142156,0.999567267,,,,
ENSCAFG00000003369,ZNF189,513.7849259,-0.012045349,0.203725808,0.232622681,0.999567267,,,,
ENSCAFG00000003370,ALDOB,1768.057247,-0.011440853,0.135079699,0.204399515,0.999567267,,,,
ENSCAFG00000003372,FAM135A,1015.831919,0.000606038,0.081451663,0.974542133,0.999567267,,,,
ENSCAFG00000003373,SLFNL1,1668.032751,0.001377465,0.083935788,0.914716889,0.999567267,,,,
ENSCAFG00000003375,BRSK1,1368.684112,-0.034146079,0.079267715,0.211852689,0.999567267,,,,
ENSCAFG00000003379,SDHAF4,645.1039879,-0.010651874,0.082832153,0.521894925,0.999567267,,,,
ENSCAFG00000003381,HSPBP1,488.4748335,0.009116433,0.077868431,0.735657965,0.999567267,,,,
ENSCAFG00000003382,RNF20,1277.984,0.008946693,0.081593672,0.640480747,0.999567267,,,,
ENSCAFG00000003383,PPP6R1,1869.138952,-0.000769095,0.081301298,0.96835109,0.999567267,,,,
ENSCAFG00000003384,TMEM86B,1033.780278,0.005536793,0.082170502,0.749716543,0.999567267,,,,
ENSCAFG00000003386,PRKCE,8557.394357,-0.016882045,0.082568649,0.362144962,0.999567267,,,,
ENSCAFG00000003387,PTPRH,66.5428939,0.005955278,0.093612211,0.488082309,0.999567267,,,,
ENSCAFG00000003388,SMAP1,563.6071339,-0.011615419,0.092964385,0.274495858,0.999567267,,,,
ENSCAFG00000003389,SYT5,8741.504606,0.040770768,0.076976636,0.192635274,0.999567267,,,,
ENSCAFG00000003390,NA,403.0204836,0.016928107,0.081680314,0.402043856,0.999567267,,,,
ENSCAFG00000003392,DNAAF3,4.685578426,-0.006169947,0.084901473,0.613776473,0.999567267,,,,
ENSCAFG00000003393,B3GAT2,1248.873755,-0.003399053,0.090588647,0.685866127,0.999567267,,,,
ENSCAFG00000003394,GRIN3A,104.10214,-0.000243138,0.088692297,0.977215951,0.999567267,,,,
ENSCAFG00000003398,TNNI3,1773.842451,-0.004542952,0.076276174,0.877114037,0.999567267,,,,
ENSCAFG00000003399,NA,3169.247683,0.010977411,0.089914014,0.320234786,0.999567267,,,,
ENSCAFG00000003402,TNNT1,4118.156838,0.005732546,0.104784745,0.457883385,0.999567267,,,,
ENSCAFG00000003404,PPP1R12C,8761.11923,0.004811513,0.115607447,0.513201672,0.999567267,,,,
ENSCAFG00000003405,EPAS1,302.0719915,-0.013760649,0.084025938,0.374581053,0.999567267,,,,
ENSCAFG00000003406,EPS8L1,8910.84745,0.008925559,0.100370767,0.316861632,0.999567267,,,,
ENSCAFG00000003410,CRIPT,1176.484207,0.003847199,0.085525823,0.725975882,0.999567267,,,,
ENSCAFG00000003411,SOCS5,2678.704166,-0.010354081,0.084664734,0.450249542,0.999567267,,,,
ENSCAFG00000003415,RDH13,6267.354918,0.007073129,0.08202272,0.692588505,0.999567267,,,,
ENSCAFG00000003417,NA,31.3541051,0.00361402,0.081805151,0.842203115,0.999567267,,,,
ENSCAFG00000003420,RIMS1,283.8612819,0.014975644,0.086283327,0.281650225,0.999567267,,,,
ENSCAFG00000003422,TTC7A,637.6256368,-0.002267127,0.100852928,0.749814433,0.999567267,,,,
ENSCAFG00000003426,KCNQ5,1181.601835,-0.013286603,0.193916561,0.191079274,0.999567267,,,,
ENSCAFG00000003430,DPPA5,993.3278058,0.020001228,0.081544369,0.342056326,0.999567267,,,,
ENSCAFG00000003435,EPCAM,3413.925958,0.014003737,0.079332843,0.569578724,0.999567267,,,,
ENSCAFG00000003440,EEF1A1,4523.256326,-0.009738404,0.078205291,0.712675552,0.999567267,,,,
ENSCAFG00000003446,MSH2,23.28952329,-0.003241324,0.091354133,0.69263788,0.999567267,,,,
ENSCAFG00000003455,CD109,487.5792597,0.006613253,0.082286825,0.700349095,0.999567267,,,,
ENSCAFG00000003459,NA,1031.091559,-0.012827417,0.079648178,0.591421818,0.999567267,,,,
ENSCAFG00000003461,FBXO11,1032.761349,-0.027279529,0.079196354,0.301776586,0.999567267,,,,
ENSCAFG00000003462,SP4,1252.323738,-0.016512875,0.078754135,0.524198266,0.999567267,,,,
ENSCAFG00000003463,NA,20.94917857,-0.00019462,0.110140118,0.977359653,0.999567267,,,,
ENSCAFG00000003465,OR13C3,707.8221844,-0.000374278,0.106833686,0.956470628,0.999567267,,,,
ENSCAFG00000003467,OR13C4,281.1969227,-0.006274292,0.082437175,0.708353774,0.999567267,,,,
ENSCAFG00000003468,OR13C8,294.1068211,0.003645066,0.082254242,0.83001897,0.999567267,,,,
ENSCAFG00000003469,OR13D2,367.4040806,0.029771444,0.080953155,0.214992339,0.999567267,,,,
ENSCAFG00000003470,PPP1R21,729.187214,-0.004602791,0.081086037,0.818454445,0.999567267,,,,
ENSCAFG00000003471,MBOAT7,2033.582851,0.004457714,0.083368991,0.756279953,0.999567267,,,,
ENSCAFG00000003472,STON1,842.8502652,-0.002804192,0.098675848,0.700734869,0.999567267,,,,
ENSCAFG00000003474,LHCGR,475.5283703,-0.000657946,0.092798904,0.930663205,0.999567267,,,,
ENSCAFG00000003475,NA,1787.328076,0.003380817,0.081937663,0.849302498,0.999567267,,,,
ENSCAFG00000003479,CNOT3,100.9964134,0.000459176,0.108456389,0.946607303,0.999567267,,,,
ENSCAFG00000003480,PRPF31,867.3101216,0.013910715,0.094742911,0.213077064,0.999567267,,,,
ENSCAFG00000003485,NA,1399.675226,-0.000973608,0.080112586,0.965170348,0.999567267,,,,
ENSCAFG00000003488,NA,1601.06511,-0.00452786,0.135693305,0.549196572,0.999567267,,,,
ENSCAFG00000003495,SENP6,1436.906498,-0.005419838,0.081931018,0.762773999,0.999567267,,,,
ENSCAFG00000003498,NRXN1,238.2716247,0.010256579,0.081495142,0.599819373,0.999567267,,,,
ENSCAFG00000003501,NA,2135.71756,0.008617065,0.085118532,0.497501908,0.999567267,,,,
ENSCAFG00000003503,EPHA5,496.8761516,-0.006693918,0.125598782,0.389442672,0.999567267,,,,
ENSCAFG00000003504,DNAH11,8.57774301,-0.004373245,0.099976136,0.563323257,0.999567267,,,,
ENSCAFG00000003507,ASB3,946.2967724,0.006055223,0.081062572,0.76431711,0.999567267,,,,
ENSCAFG00000003510,CHAC2,96.36782416,0.004682673,0.141296665,0.54267446,0.999567267,,,,
ENSCAFG00000003516,NA,383.0770342,-0.00061542,0.082954447,0.967329777,0.999567267,,,,
ENSCAFG00000003519,ERLEC1,698.1572178,0.002450344,0.083093559,0.868227268,0.999567267,,,,
ENSCAFG00000003521,ABCA1,1547.193743,-0.004242472,0.073689315,0.896517049,0.999567267,,,,
ENSCAFG00000003525,CDCA7L,683.9738957,0.020081128,0.081253619,0.352805452,0.999567267,,,,
ENSCAFG00000003528,PSME4,299.2458598,-0.001220182,0.123528993,0.863061044,0.999567267,,,,
ENSCAFG00000003530,RAPGEF5,104.923471,-0.006511115,0.104469948,0.412859258,0.999567267,,,,
ENSCAFG00000003534,CTPS1,32.65609108,-0.001299164,0.083389193,0.926096653,0.999567267,,,,
ENSCAFG00000003535,IL6,900.9261323,0.001830469,0.098896939,0.79752609,0.999567267,,,,
ENSCAFG00000003539,C10H2orf73,2568.708438,0.020115312,0.084077286,0.245914592,0.999567267,,,,
ENSCAFG00000003541,MYO6,4253.064769,-0.00250589,0.079162167,0.918111187,0.999567267,,,,
ENSCAFG00000003542,FAM126A,78.19139751,-0.00415284,0.094976871,0.598827458,0.999567267,,,,
